id,arquivo_saida,status,fonte_usada,rosto_px,escala,flag_tecnica,licenca,flag_licenca,credito,origem,revisao_manual
098-ricardo-nunes,098_ricardo-nunes.png,ok,retrato_neutro,504,0.89,,CC BY 2.0,,Governo do Estado de São Paulo,https://commons.wikimedia.org/wiki/File:Pr%C3%AAmio_L%C3%ADderes_do_Brasil_2022_-_LIDE_-_52550088169_%28cropped%29.jpg,
099-clecio-luis,099_clecio-luis.png,ok,retrato_neutro,466,0.97,,CC BY 3.0,,Governo do Amapá,https://commons.wikimedia.org/wiki/File:Foto_oficial_do_governador_do_Estado_do_Amap%C3%A1%2C_Cl%C3%A9cio_Lu%C3%ADs.jpg,
100-jorginho-mello,100_jorginho-mello.png,ok,retrato_neutro,135,3.33,upscale_forte,CC BY 4.0,,Tribunal Superior Eleitoral do Brasil (TSE),https://commons.wikimedia.org/wiki/File:2026_JORGINHO_MELLO_CANDIDATO_GOVERNADOR_SC_TSE_%28240002537073%29.jpg,
101-anitta,101_anitta.png,ok,retrato_neutro,236,1.9,,CC BY 3.0,,Attractive Mindset,https://commons.wikimedia.org/wiki/File%3AAnitta_for_Attractive_Mindset_podcast_02.jpg,
102-neymar-jr,102_neymar-jr.png,ok,retrato_neutro,1647,0.27,,CC BY-SA 4.0,,Bryan Berlin,https://commons.wikimedia.org/wiki/File%3ANeymar_Junior_Brazil_V_Morocco_13_June_2026-40.jpg,
103-gusttavo-lima,103_gusttavo-lima.png,ok,retrato_neutro,258,1.74,,CC BY 3.0,,Record TV Goiás,https://commons.wikimedia.org/wiki/File%3AGustavo_Lima_2021.jpg,
104-ludmilla,104_ludmilla.png,ok,retrato_neutro,514,0.87,,CC BY 3.0,,Multishow,https://commons.wikimedia.org/wiki/File%3ALudmilla_-_TVZ_2024_%281%29.png,
105-jose-aldo,105_jose-aldo.png,ok,retrato_neutro,609,0.74,,CC BY-SA 2.0,,Andrius Petrucenia on Flickr (Original version) UCinternational (Crop),https://commons.wikimedia.org/wiki/File%3AJos%C3%A9_Aldo%2C_UFC_189_World_Tour_London_%282%29_%28cropped%29.jpg,
106-vitor-belfort,106_vitor-belfort.png,ok,retrato_neutro,528,0.85,,Public domain,,U.S. Navy photo by Seaman Ryan Freiburghaus,https://commons.wikimedia.org/wiki/File%3AUSS_Ronald_Reagan_%28CVN_76%29_Sailors_warm_up_before_a_fitness_session_with_Vitor_Belfort_%288444027%29%28cropped%29.jpg,
107-popo,107_popo.png,ok,retrato_neutro,212,2.12,,CC BY-SA 4.0,,Sintegrity,https://commons.wikimedia.org/wiki/File%3APop%C3%B3.png,
108-luciano-huck,108_luciano-huck.png,ok,retrato_neutro,516,0.87,,CC BY 2.0,,"Web Summit Rio from Rio de Janeiro, Brazil",https://commons.wikimedia.org/wiki/File%3ALuciano_Huck%2C_2023.jpg,
109-ratinho,109_ratinho.png,ok,retrato_neutro,184,2.45,upscale_forte,CC BY-SA 2.0,,Sérgio Savarese,https://commons.wikimedia.org/wiki/File%3ACarlos_Roberto_Massa.jpg,
110-casimiro,110_casimiro.png,ok,retrato_neutro,185,2.42,upscale_forte,CC BY 3.0,,TNT Sports Brasil,https://commons.wikimedia.org/wiki/File%3ACasimiro_Miguel.jpg,
111-whindersson-nunes,111_whindersson-nunes.png,ok,retrato_neutro,259,1.73,,CC BY-SA 3.0,,Chris Tex,https://commons.wikimedia.org/wiki/File%3AWhindersson_2021.png,
112-bruno-gagliasso,112_bruno-gagliasso.png,ok,retrato_neutro,719,0.63,,CC BY 3.0,,DF Casas Imóveis,https://commons.wikimedia.org/wiki/File%3ABruno_Gagliasso1.jpg,
113-wagner-moura,113_wagner-moura.png,ok,retrato_neutro,615,0.73,,CC BY-SA 4.0,,Harald Krichel,https://commons.wikimedia.org/wiki/File%3AWagner_Moura-6546_%283x4%29.jpg,
114-gregorio-duvivier,114_gregorio-duvivier.png,ok,retrato_neutro,166,2.7,upscale_forte,CC BY 4.0,,ArlindoPereira,https://commons.wikimedia.org/wiki/File%3AGreg%C3%B3rio_Duvivier_em_2026.jpg,
115-pabllo-vittar,115_pabllo-vittar.png,ok,retrato_neutro,499,0.9,,CC BY 3.0,,Multishow,https://commons.wikimedia.org/wiki/File%3APabllo_Vittar_-_TVZ_2024_%281%29.png,
116-emicida,116_emicida.png,ok,retrato_neutro,513,0.88,,CC BY-SA 2.0,,Festival Sensacional . Foto: Bruno Figueiredo / Área de Serviço,https://commons.wikimedia.org/wiki/File%3AEmicida_Festival_Sensacional_2020_%28cropped%29.jpg,
117-lazaro-ramos,117_lazaro-ramos.png,ok,retrato_neutro,219,2.05,,CC BY-SA 2.0,,Fronteiras do Pensamento,https://commons.wikimedia.org/wiki/File%3A2025-05-31_Entrevista_com_L%C3%A1zaro_Ramos_e_Marcelo_Tas_%2854563533052%29_%28cropped%29.jpg,
118-fernanda-torres,118_fernanda-torres.png,ok,retrato_neutro,503,0.89,,CC BY-SA 4.0,,LucaFazPhoto,https://commons.wikimedia.org/wiki/File%3AFernanda_Torres_at_82nd_Venice_International_Film_Festival-7_%28cropped%29.jpg,
119-silvia-abravanel,119_silvia-abravanel.png,ok,retrato_neutro,175,2.56,upscale_forte,CC BY-SA 3.0,,Silvia Abravanel,https://commons.wikimedia.org/wiki/File%3ASilvia_Abravanel_in_2018_%28cropped%29.jpg,
120-geraldo-luis,120_geraldo-luis.png,ok,retrato_neutro,274,1.64,,CC BY 3.0,,TV Antena 10,https://commons.wikimedia.org/wiki/File%3AGeraldo_Lu%C3%ADs_2016.jpg,
121-antonia-fontenelle,121_antonia-fontenelle.png,ok,retrato_neutro,421,1.07,,CC BY 2.0,,Palácio do Planalto,https://commons.wikimedia.org/wiki/File%3A2019_Entrevista_%C3%A0_Antonia_Fontenelle%2C_Atriz_e_YouTuber_%28cropped%29.jpg,
122-monark,122_monark.png,ok,retrato_neutro,491,0.92,,CC BY 3.0,,Kim Kataguiri,https://commons.wikimedia.org/wiki/File%3ABruno_Aiub_%28Monark%29_%28cropped%29.jpg,
123-marta,123_marta.png,ok,retrato_neutro,504,0.89,,CC BY-SA 4.0,,Hameltion,https://commons.wikimedia.org/wiki/File%3ANC_Courage_vs_Orlando_Pride_%28Jun_2024%29_073_%28cropped%29.jpg,
124-edmundo,124_edmundo.png,ok,retrato_expressivo_discurso,289,1.56,,CC BY-SA 3.0,,Own work by Sepguilherme ( talk ). Transfered to Commons by Maurilbert,https://commons.wikimedia.org/wiki/File%3AEdmundo.jpg,
125-gracyanne-barbosa,125_gracyanne-barbosa.png,ok,retrato_neutro,287,1.57,,CC BY 4.0,,Multishow,https://commons.wikimedia.org/wiki/File%3AGracyanne_Barbosa_-_Mesacast_BBB_2025.png,
